Order Date,Customer ID,Category,Sub-Category,Sales,Quantity,Discount,Marketing,Sales Compensation,Returned
2014-02-27,JL-1583545,Office Supplies,Appliances,756,14,0.1,0,81.09,FALSE
2013-11-14,PJ-188351406,Technology,Accessories,37.6,2,0,2.256,2.26,FALSE
2014-08-16,CM-183060,Office Supplies,Fasteners,13.65,1,0,4.35,2.71,FALSE
2012-04-03,KB-165851408,Office Supplies,Paper,12.96,2,0,6.3504,1.33,FALSE
2012-09-07,PO-886595,Office Supplies,Paper,86.994,6,0.7,0,7.51,FALSE
2013-05-15,EB-370574,Furniture,Bookcases,826.2,2,0,16.5,143.11,FALSE
2012-12-08,MG-1765045,Technology,Phones,294.729,2,0.15,83.169,73.71,FALSE
2014-04-20,KM-167201406,Office Supplies,Supplies,54.9,5,0,15.372,2.89,FALSE
2013-01-31,DJ-1342051,Office Supplies,Paper,94.02,3,0,1.86,10.734,FALSE
2015-06-12,PV-8985134,Office Supplies,Art,124.272,6,0.6,0,5.38,FALSE
2014-03-26,BS-1136548,Office Supplies,Fasteners,81.45,5,0,28.5,10.28,FALSE
2013-09-28,TG-2164027,Office Supplies,Binders,243.84,8,0,68.16,26.95,FALSE
2014-10-29,ES-1408045,Technology,Phones,110.721,2,0.15,0,14.83,FALSE
2014-03-18,TS-11370137,Furniture,Bookcases,1463.64,4,0,73.08,91.83,FALSE
2014-03-23,GZ-1447058,Technology,Accessories,2217.78,9,0,775.98,166.98,FALSE
2015-01-29,JW-1522096,Office Supplies,Binders,31.59,3,0,7.2,2.62,FALSE
2012-12-23,JC-161051404,Office Supplies,Storage,142.86,1,0,41.4294,10.28,FALSE
2014-06-18,DW-13585144,Office Supplies,Storage,79.68,2,0.17,0,3.78,FALSE
2013-08-28,JK-1612027,Furniture,Bookcases,991.92,8,0,456.24,23.01,FALSE
2014-05-25,RB-195707,Office Supplies,Binders,141.993,3,0.1,50.463,43.16,FALSE
2012-06-08,HG-1502518,Office Supplies,Art,130.32,4,0,14.32,5.852,FALSE
2014-08-14,SP-1054569,Office Supplies,Storage,22.5,2,0,1.8,5.82,FALSE
2013-11-19,LS-1694598,Office Supplies,Art,33.516,3,0.4,3.336,1.729,FALSE
2014-09-10,KD-1627045,Furniture,Furnishings,426.06,9,0,136.08,35.32,FALSE
2014-11-06,BP-1129031,Furniture,Bookcases,326.72,4,0,26.08,33.747,FALSE
2015-10-15,JO-5550134,Furniture,Bookcases,237.504,4,0.6,0,17.92,FALSE
2014-05-19,PO-1885058,Office Supplies,Art,190.32,4,0,53.28,23.6,FALSE
2012-08-30,CC-2550108,Office Supplies,Art,183,4,0,84.12,6.57,FALSE
2013-06-27,BE-1133527,Technology,Phones,139.5,1,0,11.16,16.1,FALSE
2015-10-28,TM-2101048,Office Supplies,Envelopes,142.56,3,0,69.84,16.73,FALSE
2015-04-14,JW-5220111,Office Supplies,Supplies,169.2,4,0,25.32,16.54,FALSE
2013-12-24,KT-164651404,Office Supplies,Binders,19.936,4,0.2,7.2268,1.09,FALSE
2014-08-23,EK-3795103,Office Supplies,Art,23.46,1,0,7.95,1.89,FALSE
2015-02-28,CH-207032,Office Supplies,Binders,4.89,1,0,1.17,1.31,FALSE
2015-10-08,SW-1027523,Furniture,Chairs,967.32,6,0,270.72,193.25,FALSE
2012-02-29,SC-203801402,Office Supplies,Fasteners,18.84,5,0.2,0,2.05,FALSE
2012-07-21,EM-140651406,Office Supplies,Art,5.96,2,0,1.6688,1.71,FALSE
2014-06-14,TT-2107099,Office Supplies,Binders,3.975,1,0.5,0,1.66,FALSE
2012-09-08,RR-195251406,Office Supplies,Paper,166.44,3,0,79.8912,12.51,FALSE
2013-09-20,BG-110351408,Office Supplies,Binders,1369.764,6,0.7,0,39.15,FALSE
2014-05-01,JM-15655139,Office Supplies,Binders,25.11,3,0,9.27,1.48,FALSE
2012-03-29,AF-10870102,Technology,Machines,233.8875,1,0.25,59.2275,32.01,FALSE
2015-12-05,TA-21385120,Office Supplies,Binders,157.77,3,0,37.8,14.7,FALSE
2015-04-24,Dp-1324058,Furniture,Bookcases,860.79,7,0,68.67,35.01,FALSE
2014-10-24,MS-1736539,Furniture,Furnishings,288.4,4,0,11.52,72.858,FALSE
2013-09-18,KH-166301406,Office Supplies,Storage,41.96,2,0,7.9724,6.29,FALSE
2015-03-26,GW-1460527,Furniture,Bookcases,374.58,3,0,134.82,42.33,FALSE
2015-12-19,DJ-136301406,Furniture,Chairs,1141.938,9,0.1,139.5702,72.49,FALSE
2013-03-24,RA-1988582,Furniture,Furnishings,93.048,2,0.4,0,5.776,FALSE
2014-08-31,PO-188501406,Office Supplies,Binders,37.764,6,0.7,0,9.59,FALSE
2015-11-18,BT-1153048,Office Supplies,Labels,34.02,3,0,5.04,1.32,FALSE
2015-08-01,CM-119357,Office Supplies,Appliances,371.7,2,0.4,43.32,25.64,FALSE
2015-08-21,SH-2063559,Office Supplies,Labels,10.5894,3,0.47,0,1.82,FALSE
2015-11-10,BN-1470107,Technology,Phones,177.06,2,0,7.08,6.84,FALSE
2015-05-09,LS-172007,Technology,Accessories,26.064,1,0.4,0,4.49,TRUE
2013-11-14,DB-321038,Office Supplies,Art,67.86,6,0,5.94,4.75,FALSE
2013-08-21,SM-203201406,Office Supplies,Storage,663.072,6,0.2,0,81.6,FALSE
2014-08-14,CJ-1201058,Technology,Accessories,157.32,4,0,66,9.17,FALSE
2013-12-20,EJ-1372018,Office Supplies,Envelopes,30.84,3,0.6,0,3.216,TRUE
2015-10-01,JL-1523558,Office Supplies,Labels,52.8,5,0,10.5,7.57,FALSE
2014-12-30,ED-1388548,Office Supplies,Storage,146.475,7,0.1,17.745,22.35,FALSE
2012-02-16,BW-111107,Furniture,Chairs,291.654,2,0.1,38.874,12.64,FALSE
2015-07-01,CY-1274527,Office Supplies,Binders,13.32,2,0,4.92,1.91,FALSE
2013-09-11,SC-207251404,Office Supplies,Art,181.35,9,0,48.9645,13.98,FALSE
2015-11-07,CS-1225058,Office Supplies,Appliances,401.58,6,0,16.02,35.28,FALSE
2013-03-05,LF-171851406,Office Supplies,Fasteners,29.34,3,0,14.67,5,FALSE
2014-05-16,SN-207101408,Office Supplies,Binders,511.84,8,0,240.5648,80.47,FALSE
2014-08-24,LC-1687048,Office Supplies,Art,70.35,7,0,34.44,2.86,FALSE
2015-12-19,JJ-15760139,Office Supplies,Fasteners,27.18,2,0,0,2.13,FALSE
2015-11-20,MP-18175144,Office Supplies,Binders,70.467,5,0.17,3.267,5.64,FALSE
2015-05-30,NK-1849058,Office Supplies,Supplies,80.73,3,0,30.6,5.25,TRUE
2015-11-27,MG-1769591,Furniture,Bookcases,521.22,7,0.5,0,25.34,FALSE
2015-05-10,MK-816086,Office Supplies,Binders,27.66,2,0,10.2,3.41,FALSE
2013-02-17,RB-1979518,Technology,Machines,436.32,4,0,4.32,11.237,FALSE
2012-10-17,EH-137651406,Office Supplies,Storage,186.912,6,0.2,0,27.41,TRUE
2015-12-26,SF-2020048,Furniture,Tables,940.914,3,0.35,0,77.02,FALSE
2014-08-28,SS-208751402,Office Supplies,Supplies,51.52,5,0.2,0,2.05,FALSE
2013-06-25,JE-15715139,Furniture,Furnishings,157.815,5,0.3,0,40.74,FALSE
2015-08-07,GM-144551406,Office Supplies,Labels,24.64,8,0,11.8272,1.96,FALSE
2014-02-14,AR-40568,Office Supplies,Art,16.092,1,0.7,0,1.19,FALSE
2013-06-26,AY-1055511,Office Supplies,Paper,122.88,4,0,30.72,7.41,FALSE
2014-12-09,EJ-14155120,Furniture,Bookcases,729.84,2,0,167.82,51.91,FALSE
2015-08-02,JH-1582027,Office Supplies,Binders,13.44,2,0,6,1.66,FALSE
2015-06-20,PA-1906028,Office Supplies,Binders,65.28,2,0,18.24,3.901,FALSE
2015-09-03,BH-1710107,Technology,Machines,48.69,1,0,16.05,2.35,FALSE
2015-12-17,AY-105551404,Furniture,Chairs,81.568,2,0.2,9.1764,2.88,FALSE
2015-06-14,JM-619529,Office Supplies,Fasteners,43.92,4,0,18,3.21,FALSE
2013-11-03,FH-143651406,Furniture,Chairs,1448.82,10,0.1,209.274,166.37,FALSE
2012-09-06,SB-202901406,Technology,Machines,399.54,4,0.7,0,42.58,FALSE
2014-11-09,VP-11760108,Office Supplies,Labels,10.32,1,0,4.83,1.73,FALSE
2013-10-15,JE-157451402,Technology,Accessories,263.88,3,0.2,42.8805,7.79,FALSE
2013-04-14,MB-1808592,Furniture,Tables,5244.84,6,0,996.48,878.38,FALSE
2014-06-13,LT-1711091,Technology,Accessories,72.45,2,0.5,0,4.52,FALSE
2014-05-21,RB-194651404,Furniture,Furnishings,1049.2,5,0,272.792,55.09,FALSE
2014-10-15,NC-184151408,Office Supplies,Fasteners,12.768,2,0.2,1.4364,1.69,FALSE
2013-05-10,KC-16540132,Technology,Accessories,16.818,1,0.7,0,1.481,FALSE
2015-03-12,EH-3945117,Office Supplies,Envelopes,279.72,6,0,81,18.42,FALSE
2012-02-22,RW-9540103,Technology,Machines,333,4,0,29.88,15.62,FALSE
2014-09-19,KD-164957,Furniture,Furnishings,402.96,8,0,48.24,108.83,FALSE
2014-06-11,GH-1442545,Office Supplies,Supplies,276.15,7,0,16.38,15.18,FALSE
2013-10-08,SA-10830134,Office Supplies,Appliances,211.476,1,0.6,0,29.5,FALSE
2015-05-28,BW-111101408,Technology,Accessories,27.192,3,0.2,0.3399,1.11,FALSE
2014-08-27,MG-1787548,Office Supplies,Paper,27.06,2,0,6.48,2.05,FALSE
2014-08-20,TC-1129523,Office Supplies,Fasteners,11.43,1,0,4.89,1.38,FALSE
2013-08-20,CM-1216027,Technology,Phones,5737.5,9,0,630.99,261.87,FALSE
2015-05-21,DB-1366011,Office Supplies,Art,82.89,3,0,36.45,9.69,FALSE
2014-10-01,GM-146801406,Furniture,Bookcases,523.92,5,0.2,0,38.76,FALSE
2014-06-03,LP-709523,Furniture,Furnishings,51.9,1,0,11.4,3.79,FALSE
2015-03-24,RS-19420139,Office Supplies,Storage,511.575,5,0.5,0,54.99,FALSE
2012-11-06,MY-1738082,Office Supplies,Paper,70.4,5,0,2.8,5.165,FALSE
2013-03-15,RD-19585139,Office Supplies,Labels,30.78,3,0,3.06,4.35,FALSE
2013-09-28,EB-1384031,Office Supplies,Supplies,37.98,3,0,6.42,7.254,FALSE
2012-05-18,TD-209951408,Office Supplies,Supplies,34.2,5,0,9.234,6.86,FALSE
2015-08-23,NR-1855027,Technology,Machines,616.44,2,0,265.02,169.09,FALSE
2015-12-26,KB-1624039,Office Supplies,Appliances,128.8,2,0,33.48,11.153,FALSE
2015-08-18,MO-1780045,Office Supplies,Binders,42.12,6,0,21.06,2.05,FALSE
2014-02-28,IM-1507048,Office Supplies,Storage,436.05,10,0.1,0,52.56,FALSE
2014-10-07,AG-1039036,Office Supplies,Paper,33.312,2,0.2,6.632,3.446,FALSE
2013-09-28,RR-9315117,Office Supplies,Storage,26.88,1,0,6.18,1.85,FALSE
2013-09-15,NW-184001408,Technology,Phones,59.97,3,0,0,3.29,FALSE
2015-08-23,Dp-132401406,Furniture,Tables,314.532,2,0.4,0,61.08,FALSE
2013-11-20,JM-152657,Office Supplies,Supplies,133.812,6,0.1,28.152,12.25,FALSE
2013-02-13,TS-2161082,Office Supplies,Envelopes,28.52,2,0,13.96,3.117,FALSE
2013-01-29,BF-97595,Office Supplies,Labels,2.592,1,0.7,0,1.15,TRUE
2013-10-02,NF-847523,Technology,Copiers,190.98,1,0,21,10.5,TRUE
2012-09-14,NC-1841527,Furniture,Furnishings,232.5,2,0,18.6,11.72,FALSE
2013-09-18,KH-166301406,Technology,Phones,499.99,1,0,129.9974,75.9,FALSE
2013-09-25,DO-1364527,Office Supplies,Envelopes,9.9,1,0,0,1.63,FALSE
2015-04-26,SG-206051404,Technology,Accessories,107.97,3,0,22.6737,13.06,TRUE
2015-06-17,SC-2002031,Office Supplies,Storage,65.28,2,0,20.2,2.997,FALSE
2014-05-16,BK-11260118,Furniture,Tables,99.828,2,0.8,0,7.72,FALSE
2015-07-26,JS-1559527,Office Supplies,Paper,67.86,2,0,0,15.94,FALSE
2013-01-13,AZ-1075045,Office Supplies,Art,59.1,2,0,0,1.05,FALSE
2015-09-16,NM-1852097,Office Supplies,Supplies,21.69,2,0.5,0,1.97,FALSE
2013-06-12,CS-1184582,Office Supplies,Art,158.6,5,0,39.6,10.854,FALSE
2015-04-24,KW-1657082,Office Supplies,Binders,10.88,2,0,3.48,1.692,FALSE
2012-07-25,LF-171851402,Furniture,Furnishings,17.496,3,0.6,0,1.12,FALSE
2014-11-09,KB-1660039,Office Supplies,Labels,58.94,7,0,28.28,12.774,FALSE
2015-02-28,IM-1505545,Office Supplies,Art,43.65,3,0,9.54,1.09,FALSE
2013-04-20,TS-211601408,Furniture,Furnishings,595.38,6,0,297.69,31.68,FALSE
2014-01-22,AG-1090058,Office Supplies,Paper,144.99,3,0,12.96,12.77,FALSE
2014-08-26,VT-2170027,Technology,Accessories,207.45,3,0,78.75,15.75,FALSE
2012-03-09,BT-11395139,Office Supplies,Fasteners,28.14,2,0,10.38,1.64,FALSE
2015-04-30,DO-1343539,Office Supplies,Envelopes,49.38,3,0,11.34,2.222,FALSE
2015-11-06,PB-1880558,Furniture,Chairs,117.18,2,0,43.32,8.37,FALSE
2013-04-14,IM-15055118,Office Supplies,Fasteners,36.375,5,0.5,0,1.95,FALSE
2013-08-06,CK-220561,Furniture,Chairs,65.82,1,0,26.31,4.53,FALSE
2014-09-13,DB-2910146,Office Supplies,Storage,395.82,2,0,39.54,100.06,FALSE
2012-10-16,TB-215201402,Technology,Accessories,119.976,3,0.2,0,10.86,FALSE
2015-12-04,FO-1430564,Office Supplies,Supplies,48.63,1,0,2.91,1.98,TRUE
2015-06-11,JD-589538,Office Supplies,Appliances,77.46,1,0,3.09,21.86,FALSE
2013-07-25,RS-19420124,Office Supplies,Supplies,66.87,3,0.5,0,3.21,FALSE
2015-09-02,AH-1046582,Office Supplies,Supplies,203.98,7,0,0,17.306,FALSE
2014-08-20,JP-1552045,Office Supplies,Art,83.07,3,0,6.57,3.59,TRUE
2014-07-15,HH-1501045,Office Supplies,Art,70.38,3,0,23.85,7.41,FALSE
2013-02-05,SC-2080058,Furniture,Bookcases,2737.98,7,0,301.14,136.46,FALSE
2014-08-05,JE-1616559,Office Supplies,Supplies,21.3219,3,0.47,0,7,FALSE
2014-06-29,CS-122501404,Office Supplies,Binders,7.752,3,0.2,2.8101,1.35,FALSE
2012-09-13,CA-1231082,Office Supplies,Storage,32.3,1,0,13.88,4.388,FALSE
2015-03-17,RD-972033,Furniture,Furnishings,163.32,4,0,21.12,30.46,FALSE
2012-05-02,JR-1567027,Office Supplies,Storage,423.24,2,0,21.12,17.25,TRUE
2012-10-12,DS-1303091,Office Supplies,Paper,35.55,3,0.5,0,4.12,FALSE
2015-08-21,DP-1310564,Office Supplies,Binders,22.05,3,0,6.75,1.62,FALSE
2015-04-22,RP-193901402,Office Supplies,Binders,2.694,3,0.8,0,1.44,FALSE
2013-05-24,BF-1100545,Technology,Accessories,459.24,4,0,100.92,61.73,FALSE
2014-05-02,JM-1586545,Technology,Copiers,312.6555,3,0.15,0,15.15,FALSE
2013-10-09,RA-1988531,Office Supplies,Labels,23.7,3,0,11.34,4.52,FALSE
2012-12-26,MB-1808518,Technology,Phones,110.856,3,0.6,0,17.368,FALSE
2015-12-01,EB-393087,Technology,Machines,97.38,2,0,32.1,5.44,FALSE
2012-12-01,XP-2186592,Technology,Copiers,889.92,6,0,355.86,38.32,FALSE
2015-10-06,DB-1306093,Office Supplies,Storage,124.32,3,0,3.72,15.196,FALSE
2014-05-24,CC-123701406,Office Supplies,Paper,10.368,2,0.2,3.6288,1.89,FALSE
2014-11-27,DK-132251406,Furniture,Tables,313.176,2,0.4,0,23.82,FALSE
2015-09-23,JE-157451408,Technology,Accessories,34.95,5,0,15.378,5.33,FALSE
2012-10-20,LE-168107,Office Supplies,Appliances,737.019,9,0.1,261.819,56.48,FALSE
2015-11-17,CS-1225045,Technology,Copiers,646.425,2,0.15,45.585,48.77,FALSE
2014-08-07,MH-745538,Office Supplies,Fasteners,14.19,1,0,2.82,1.48,FALSE
2015-09-23,CC-1222048,Furniture,Bookcases,48.42,1,0.6,0,4.65,FALSE
2014-11-18,ME-772560,Office Supplies,Storage,133.2,1,0,23.97,8.4,FALSE
2014-12-03,SR-2074093,Office Supplies,Fasteners,21.54,3,0,1.92,1.906,FALSE
2012-08-18,CS-1184527,Furniture,Chairs,1836,4,0,238.68,195.25,FALSE
2013-09-10,BF-1117048,Office Supplies,Storage,735.048,4,0.1,0,110.67,TRUE
2013-09-10,SO-20335120,Office Supplies,Binders,152.25,5,0,76.05,11.94,FALSE
2012-11-17,BD-162061,Office Supplies,Appliances,116.52,2,0,51.24,14.57,FALSE
2014-05-30,JB-1592545,Office Supplies,Binders,147.45,5,0,30.9,12.52,FALSE
2015-12-04,LC-168701404,Technology,Accessories,76.752,6,0.2,10.5534,2.18,TRUE
2012-09-11,HR-477033,Technology,Machines,1250.04,4,0,12.48,106.35,FALSE
2013-08-30,AH-104657,Office Supplies,Paper,36.882,2,0.1,13.062,3.27,FALSE
2013-12-01,KD-164951408,Office Supplies,Storage,61.68,4,0,16.6536,3.69,FALSE
2014-09-21,NC-186257,Technology,Copiers,117.126,1,0.1,0,8.08,FALSE
2014-05-15,MO-17800113,Office Supplies,Supplies,134.55,5,0,51,15.65,FALSE
2013-11-14,SS-10515122,Technology,Machines,306.63,1,0,101.16,26.6,FALSE
2015-12-03,NP-1870045,Office Supplies,Art,94.35,5,0,23.55,19.48,FALSE
2013-08-11,RD-1972066,Office Supplies,Binders,26.22,2,0,5.22,9.4,FALSE
2015-06-13,SB-201851404,Technology,Phones,71.976,3,0.2,8.997,8.79,FALSE
2015-09-30,DH-13675102,Technology,Machines,395.8875,3,0.25,0,54.49,FALSE
2012-06-13,SW-2024548,Office Supplies,Storage,36.936,4,0.1,6.456,3.4,TRUE
2015-01-16,RW-196901406,Office Supplies,Appliances,1924.16,8,0.2,312.676,259.62,FALSE
2013-05-08,DL-129251402,Technology,Phones,377.97,3,0,105.8316,31.05,FALSE
2014-12-20,SB-2017045,Furniture,Chairs,228.744,3,0.1,10.134,14.91,FALSE
2013-02-12,AF-108707,Furniture,Furnishings,593.892,6,0.1,0,59.45,FALSE
2015-12-23,AG-103301402,Office Supplies,Paper,25.92,5,0.2,9.072,2.33,FALSE
2012-09-01,CL-125651406,Office Supplies,Art,21.24,3,0,8.0712,3.6,FALSE
2012-10-31,CD-2790134,Technology,Phones,50.436,1,0.6,0,8.41,FALSE
2014-12-07,GG-146501404,Office Supplies,Paper,19.44,3,0,9.3312,3.64,FALSE
2015-11-24,AW-930134,Office Supplies,Art,5.88,1,0.6,0,1.75,FALSE
2015-05-21,AD-1018027,Office Supplies,Labels,64.08,6,0,21.06,1.51,FALSE
2014-09-05,HG-1484545,Furniture,Chairs,184.437,3,0.1,59.427,8.61,FALSE
2015-12-01,AH-1069048,Office Supplies,Binders,86.52,7,0,8.61,4.85,FALSE
2013-10-22,RH-9495137,Office Supplies,Binders,13.65,1,0,1.89,1.99,FALSE
2013-10-05,LD-16855125,Office Supplies,Art,414.24,8,0,153.12,49.4,FALSE
2013-06-07,SW-20275141,Office Supplies,Labels,12.32,2,0,1.44,2.047,FALSE
2013-12-12,DK-133751404,Office Supplies,Binders,24.448,2,0.2,8.8624,1.82,FALSE
2014-09-06,SM-10950110,Office Supplies,Envelopes,6,1,0,1.26,1.55,FALSE
2015-10-12,LD-685586,Office Supplies,Art,14.28,1,0,1.56,1.35,FALSE
2014-11-11,CL-12565124,Furniture,Bookcases,182.385,3,0.5,0,19.27,FALSE
2014-11-15,EB-1397593,Office Supplies,Appliances,129.56,2,0,24.6,15.713,FALSE
2014-06-18,MG-7695134,Office Supplies,Binders,48.72,4,0.6,0,4.43,FALSE
2014-02-23,PC-900069,Office Supplies,Art,659.52,12,0,230.76,73.51,FALSE
2015-12-28,DR-128801406,Office Supplies,Art,13.248,4,0.2,3.6432,2.9,FALSE
2014-09-25,MG-1787536,Technology,Accessories,41.088,2,0.2,2.048,4.52,FALSE
2015-07-31,GT-14755139,Technology,Machines,468.6,4,0,32.76,27.97,FALSE
2013-09-17,JG-1531028,Office Supplies,Fasteners,10.48,2,0,4.8,1.484,FALSE
2013-02-05,JG-5115147,Technology,Machines,104.364,2,0.7,0,7.46,FALSE
2015-05-07,BD-1770134,Furniture,Chairs,1104.48,6,0.6,0,96.01,FALSE
2012-12-02,LR-1703548,Furniture,Chairs,219.834,3,0.1,90.324,44.99,FALSE
2012-12-07,TZ-2144527,Furniture,Chairs,415.44,3,0,149.49,68.4,FALSE
2015-03-18,JL-513038,Furniture,Chairs,62.31,1,0,13.68,3.22,FALSE
2014-05-04,AJ-79533,Furniture,Bookcases,170.34,1,0,10.2,19.23,FALSE
2015-10-03,TH-2110082,Office Supplies,Art,37,5,0,13.6,6.377,FALSE
2014-11-07,DL-286560,Office Supplies,Labels,52.2,6,0,23.94,3.45,TRUE
2014-07-23,LT-171107,Technology,Accessories,293.112,8,0.1,12.792,30.97,FALSE
2014-09-04,HG-1496545,Office Supplies,Fasteners,131.88,7,0,10.5,17.81,FALSE
2015-05-23,BW-1111092,Furniture,Chairs,169.092,2,0.4,0,16.43,FALSE
2014-09-19,JW-152201404,Furniture,Chairs,885.528,9,0.2,0,156.8,FALSE
2014-07-26,BE-113351402,Office Supplies,Envelopes,20.936,1,0.2,7.0659,1.07,FALSE
2015-10-23,JO-151457,Furniture,Bookcases,696.762,2,0.1,247.722,70.34,FALSE
2013-08-04,CG-12520139,Office Supplies,Binders,14.61,1,0,4.8,1.85,FALSE
2014-04-15,TH-2123545,Office Supplies,Fasteners,42.21,3,0,15.57,6.86,FALSE
2015-04-25,GB-1453062,Office Supplies,Art,77.7,7,0.5,0,7.53,FALSE
2014-04-09,JL-155051406,Office Supplies,Art,17.04,4,0,6.9864,2.04,FALSE
2015-04-10,RA-1988545,Technology,Copiers,643.977,2,0.15,166.617,64.98,FALSE
2015-01-14,ML-739586,Office Supplies,Art,25.83,1,0,9.03,3.7,FALSE
2014-09-21,GZ-144707,Office Supplies,Envelopes,114.912,8,0.1,11.472,10.62,FALSE
2012-09-22,TT-212201406,Office Supplies,Art,9.84,3,0,2.8536,1.23,FALSE
2015-09-12,AF-870129,Office Supplies,Binders,14.19,1,0,2.97,1.17,FALSE
2015-11-20,KC-1654048,Office Supplies,Art,137.07,3,0,21.87,12.4,FALSE
2014-06-17,RS-1987048,Technology,Accessories,59.25,1,0,1.17,16.51,FALSE
2013-08-14,JK-15730125,Technology,Machines,1360.56,8,0,462.48,88.2,FALSE
2015-09-25,BF-1102091,Office Supplies,Storage,48.96,2,0.5,0,1.23,FALSE
2013-06-20,CC-12220102,Furniture,Chairs,72.315,2,0.25,7.695,3.73,FALSE
2015-12-12,JO-528060,Office Supplies,Supplies,328.56,8,0,160.8,7.1,FALSE
2014-08-30,MO-178001406,Technology,Phones,22,4,0,5.5,1.28,FALSE
2015-09-29,BE-1133527,Office Supplies,Binders,49.44,4,0,21.24,3.34,FALSE
2013-09-28,EM-14140102,Furniture,Bookcases,379.314,4,0.35,0,46.84,FALSE
2015-07-21,RK-1930082,Office Supplies,Paper,29.88,2,0,13.44,7.823,FALSE
2013-08-16,EM-14200130,Office Supplies,Storage,99.7248,7,0.47,0,9.04,FALSE
2014-06-13,JM-1586545,Office Supplies,Paper,67.8,2,0,10.14,7.1,FALSE
2015-07-01,ND-184601406,Office Supplies,Storage,1085.42,7,0,282.2092,86.51,FALSE
2013-05-03,SV-207851406,Office Supplies,Art,59.904,2,0.2,14.2272,8.74,FALSE
2015-06-03,SP-1092095,Technology,Copiers,39.042,1,0.7,0,7.7,FALSE
2015-04-16,AY-555134,Office Supplies,Art,40.56,4,0.6,0,12.99,FALSE
2015-01-18,MG-1789097,Office Supplies,Paper,41.985,3,0.5,0,6.59,FALSE
2014-05-29,VD-216701408,Office Supplies,Art,185.88,6,0,50.1876,15.34,FALSE
2014-02-19,MF-1766536,Office Supplies,Paper,42,3,0.2,0,1.786,FALSE
2013-01-29,GH-442586,Office Supplies,Binders,6.03,1,0,1.86,1.9,FALSE
2014-02-08,GP-474086,Technology,Phones,1457.28,8,0,568.32,262.66,FALSE
2015-02-15,FC-1424527,Office Supplies,Art,323.46,6,0,61.38,31.02,FALSE
2012-11-21,MS-1798059,Office Supplies,Labels,6.9642,2,0.47,0,1.92,FALSE
2013-12-04,LH-675033,Office Supplies,Supplies,298.26,6,0,65.52,38.8,FALSE
2014-08-13,TT-1126538,Office Supplies,Storage,47.49,1,0,3.78,3.82,FALSE
2014-01-07,TS-21340139,Office Supplies,Art,164.88,3,0,57.69,23.25,FALSE
2014-09-17,JF-155657,Office Supplies,Paper,40.338,2,0.1,0,2.69,FALSE
2014-09-22,KB-631515,Office Supplies,Binders,30.48,1,0,2.73,1.38,TRUE
2015-10-13,NF-1838545,Technology,Copiers,1616.0625,5,0.15,113.9625,124.8,FALSE
2015-03-18,RP-1927045,Technology,Copiers,1505.979,6,0.15,0,498.52,FALSE
2015-09-23,DW-131951404,Office Supplies,Paper,27.18,3,0,12.231,1.63,FALSE
2014-12-26,MT-1807045,Office Supplies,Art,357.6,8,0,67.92,20.38,FALSE
2014-12-13,JM-156551406,Technology,Accessories,383.952,6,0.2,76.7904,68.33,FALSE
2013-04-26,MK-1816092,Office Supplies,Supplies,206.16,4,0,20.52,20.19,FALSE
2015-11-23,NB-18655120,Technology,Copiers,497.64,4,0,79.56,18.44,FALSE
2013-11-14,AB-165103,Office Supplies,Supplies,35.37,1,0,2.46,3.31,FALSE
2015-12-19,DN-3690117,Technology,Machines,43.56,1,0,15.66,15.32,FALSE
2015-11-26,SC-2068082,Office Supplies,Envelopes,56.28,7,0,24.64,4.928,FALSE
2015-10-30,GK-1462058,Office Supplies,Storage,115.68,2,0,32.34,15.35,FALSE
2013-01-16,CP-234061,Furniture,Furnishings,43.95,1,0,1.74,3.11,FALSE
2015-10-21,CM-1183028,Office Supplies,Fasteners,48.5,5,0,15,3.48,FALSE
2014-09-06,MM-179201408,Furniture,Tables,1652.94,3,0,314.0586,177.12,FALSE
2014-07-25,PS-1904545,Furniture,Chairs,883.71,6,0.1,49.05,42.83,FALSE
2014-04-12,JH-618061,Office Supplies,Art,117.12,4,0,5.76,8.95,FALSE
2015-11-04,NS-1864055,Office Supplies,Storage,72.9,3,0.4,0,7.225,FALSE
2013-04-16,EM-1406582,Office Supplies,Fasteners,18.28,2,0,1.64,1.544,FALSE
2015-10-08,DC-132851404,Furniture,Bookcases,307.666,2,0.15,0,15.9,FALSE
2015-04-26,JF-1541545,Office Supplies,Binders,257.1,5,0,23.1,18.06,FALSE
2013-05-01,JL-158507,Office Supplies,Fasteners,13.284,2,0.4,0,1.98,FALSE
2013-04-03,IG-1508539,Furniture,Tables,1073.024,4,0.2,201.184,68.945,FALSE
2012-08-04,GZ-144701402,Furniture,Tables,489.23,2,0.3,41.934,21.2,FALSE
2015-12-12,AA-103751406,Technology,Phones,116.98,2,0,29.245,10.69,FALSE
2014-10-04,JH-1582082,Office Supplies,Fasteners,47.8,5,0,10.9,3.646,FALSE
2015-10-02,EL-373595,Office Supplies,Labels,19.764,6,0.7,0,1.15,FALSE
2014-12-13,LS-7200134,Furniture,Chairs,144.096,2,0.6,0,15.8,FALSE
2012-02-18,DL-1292548,Office Supplies,Fasteners,61.53,7,0,23.31,7.12,FALSE
2015-08-12,EG-1390045,Office Supplies,Labels,39.15,3,0,18,1.99,FALSE
2014-11-05,BG-1103555,Office Supplies,Fasteners,32.112,6,0.4,0,4.358,FALSE
